"seqnames","start","end","width","strand","source","type","score","phase","gene_id","transcript_id","gene_type","gene_name","transcript_type","transcript_name","level","havana_gene","exon_id","tag"
"chr2",222199888,222298996,99109,"-","HAVANA","gene",NA,NA,"ENSG00000135903.18","ENSG00000135903.18","protein_coding","PAX3","protein_coding","PAX3","1","OTTHUMG00000133157.7",NA,NA
"chr2",222298147,222305217,7071,"+","HAVANA","gene",NA,NA,"ENSG00000163081.2","ENSG00000163081.2","protein_coding","CCDC140","protein_coding","CCDC140","2","OTTHUMG00000133154.3",NA,NA
"chr2",222424517,222560948,136432,"+","HAVANA","gene",NA,NA,"ENSG00000163082.9","ENSG00000163082.9","protein_coding","SGPP2","protein_coding","SGPP2","2","OTTHUMG00000133156.2",NA,"ncRNA_host"
"chr2",222570536,222656337,85802,"-","HAVANA","gene",NA,NA,"ENSG00000116120.9","ENSG00000116120.9","protein_coding","FARSB","protein_coding","FARSB","2","OTTHUMG00000133155.2",NA,NA
"chr2",222671786,222709930,38145,"+","HAVANA","gene",NA,NA,"ENSG00000124003.12","ENSG00000124003.12","protein_coding","MOGAT1","protein_coding","MOGAT1","2","OTTHUMG00000153394.3",NA,NA
"chr2",222860934,222944639,83706,"+","HAVANA","gene",NA,NA,"ENSG00000123983.13","ENSG00000123983.13","protein_coding","ACSL3","protein_coding","ACSL3","1","OTTHUMG00000133160.5",NA,NA
"chr2",223051814,223198399,146586,"+","HAVANA","gene",NA,NA,"ENSG00000152049.6","ENSG00000152049.6","protein_coding","KCNE4","protein_coding","KCNE4","2","OTTHUMG00000133161.4",NA,NA
"chr2",223596940,223602503,5564,"-","HAVANA","gene",NA,NA,"ENSG00000171951.4","ENSG00000171951.4","protein_coding","SCG2","protein_coding","SCG2","2","OTTHUMG00000133166.4",NA,NA
"chr2",223751686,223838027,86342,"-","HAVANA","gene",NA,NA,"ENSG00000152056.16","ENSG00000152056.16","protein_coding","AP1S3","protein_coding","AP1S3","1","OTTHUMG00000133165.6",NA,NA
"chr2",223855716,223945387,89672,"-","HAVANA","gene",NA,NA,"ENSG00000085449.14","ENSG00000085449.14","protein_coding","WDFY1","protein_coding","WDFY1","1","OTTHUMG00000153370.2",NA,NA
"chr2",223957404,223967714,10311,"+","HAVANA","gene",NA,NA,"ENSG00000135900.3","ENSG00000135900.3","protein_coding","MRPL44","protein_coding","MRPL44","2","OTTHUMG00000133164.2",NA,NA
"chr2",223975112,224039319,64208,"-","HAVANA","gene",NA,NA,"ENSG00000135919.12","ENSG00000135919.12","protein_coding","SERPINE2","protein_coding","SERPINE2","1","OTTHUMG00000133163.7",NA,NA
"chr2",224378698,224402085,23388,"-","HAVANA","gene",NA,NA,"ENSG00000124019.9","ENSG00000124019.9","protein_coding","FAM124B","protein_coding","FAM124B","2","OTTHUMG00000133168.3",NA,NA
"chr2",224470150,224585397,115248,"-","HAVANA","gene",NA,NA,"ENSG00000036257.12","ENSG00000036257.12","protein_coding","CUL3","protein_coding","CUL3","1","OTTHUMG00000133167.5",NA,"overlapping_locus"
"chr2",224703764,224716365,12602,"-","HAVANA","gene",NA,NA,"ENSG00000283428.1","ENSG00000283428.1","protein_coding","RP11-811O14.1","protein_coding","RP11-811O14.1","2","OTTHUMG00000191764.1",NA,NA
"chr2",224765090,225042445,277356,"-","HAVANA","gene",NA,NA,"ENSG00000135905.18","ENSG00000135905.18","protein_coding","DOCK10","protein_coding","DOCK10","1","OTTHUMG00000153428.5",NA,"ncRNA_host"
"chr2",225399710,225654018,254309,"+","HAVANA","gene",NA,NA,"ENSG00000144460.12","ENSG00000144460.12","protein_coding","NYAP2","protein_coding","NYAP2","2","OTTHUMG00000153450.2",NA,NA
"chr2",226731317,226799759,68443,"-","HAVANA","gene",NA,NA,"ENSG00000169047.5","ENSG00000169047.5","protein_coding","IRS1","protein_coding","IRS1","2","OTTHUMG00000133179.3",NA,NA
"chr2",226835581,226999215,163635,"+","HAVANA","gene",NA,NA,"ENSG00000144468.16","ENSG00000144468.16","protein_coding","RHBDD1","protein_coding","RHBDD1","2","OTTHUMG00000133178.6",NA,NA
"chr2",227002711,227164113,161403,"-","HAVANA","gene",NA,NA,"ENSG00000081052.11","ENSG00000081052.11","protein_coding","COL4A4","protein_coding","COL4A4","2","OTTHUMG00000149892.1",NA,NA
"chr2",227164565,227314792,150228,"+","HAVANA","gene",NA,NA,"ENSG00000169031.18","ENSG00000169031.18","protein_coding","COL4A3","protein_coding","COL4A3","1","OTTHUMG00000149891.3",NA,NA
"chr2",227325165,227357836,32672,"+","HAVANA","gene",NA,NA,"ENSG00000168958.19","ENSG00000168958.19","protein_coding","MFF","protein_coding","MFF","1","OTTHUMG00000133180.4",NA,NA
"chr2",227362156,227381995,19840,"-","HAVANA","gene",NA,NA,"ENSG00000168955.3","ENSG00000168955.3","protein_coding","TM4SF20","protein_coding","TM4SF20","2","OTTHUMG00000133187.5",NA,NA
"chr2",227472188,227561214,89027,"+","HAVANA","gene",NA,NA,"ENSG00000173744.17","ENSG00000173744.17","protein_coding","AGFG1","protein_coding","AGFG1","1","OTTHUMG00000133186.5",NA,NA
"chr2",227610090,227633320,23231,"-","HAVANA","gene",NA,NA,"ENSG00000042304.10","ENSG00000042304.10","protein_coding","C2orf83","protein_coding","C2orf83","2","OTTHUMG00000153550.1",NA,"overlapping_locus"
"chr2",227685210,227718012,32803,"-","HAVANA","gene",NA,NA,"ENSG00000135917.13","ENSG00000135917.13","protein_coding","SLC19A3","protein_coding","SLC19A3","2","OTTHUMG00000133185.4",NA,NA
"chr2",227813842,227817564,3723,"+","HAVANA","gene",NA,NA,"ENSG00000115009.11","ENSG00000115009.11","protein_coding","CCL20","protein_coding","CCL20","2","OTTHUMG00000133189.3",NA,NA
"chr2",227871054,227924344,53291,"+","HAVANA","gene",NA,NA,"ENSG00000123977.9","ENSG00000123977.9","protein_coding","DAW1","protein_coding","DAW1","1","OTTHUMG00000133190.3",NA,"ncRNA_host"
"chr2",227979950,228181645,201696,"-","HAVANA","gene",NA,NA,"ENSG00000153820.12","ENSG00000153820.12","protein_coding","SPHKAP","protein_coding","SPHKAP","2","OTTHUMG00000153584.1",NA,NA
"chr2",228850526,229271285,420760,"-","HAVANA","gene",NA,NA,"ENSG00000153823.18","ENSG00000153823.18","protein_coding","PID1","protein_coding","PID1","2","OTTHUMG00000133191.5",NA,"ncRNA_host"
"chr2",229357629,229714558,356930,"-","HAVANA","gene",NA,NA,"ENSG00000187957.7","ENSG00000187957.7","protein_coding","DNER","protein_coding","DNER","2","OTTHUMG00000153637.1",NA,NA
"chr2",229763838,229923239,159402,"-","HAVANA","gene",NA,NA,"ENSG00000153827.13","ENSG00000153827.13","protein_coding","TRIP12","protein_coding","TRIP12","1","OTTHUMG00000153623.6",NA,NA
"chr2",229922302,230013109,90808,"+","HAVANA","gene",NA,NA,"ENSG00000153832.11","ENSG00000153832.11","protein_coding","FBXO36","protein_coding","FBXO36","1","OTTHUMG00000133206.3",NA,"overlapping_locus"
"chr2",230034974,230068999,34026,"-","HAVANA","gene",NA,NA,"ENSG00000163053.10","ENSG00000163053.10","protein_coding","SLC16A14","protein_coding","SLC16A14","1","OTTHUMG00000133205.5",NA,"ncRNA_host"
"chr2",230168918,230225729,56812,"-","HAVANA","gene",NA,NA,"ENSG00000135899.17","ENSG00000135899.17","protein_coding","SP110","protein_coding","SP110","2","OTTHUMG00000133204.6",NA,NA
"chr2",230203624,230313215,109592,"+","HAVANA","gene",NA,NA,"ENSG00000079263.18","ENSG00000079263.18","protein_coding","SP140","protein_coding","SP140","1","OTTHUMG00000153670.8",NA,NA
"chr2",230327184,230403732,76549,"+","HAVANA","gene",NA,NA,"ENSG00000185404.16","ENSG00000185404.16","protein_coding","SP140L","protein_coding","SP140L","2","OTTHUMG00000153730.3",NA,NA
"chr2",230415942,230544090,128149,"+","HAVANA","gene",NA,NA,"ENSG00000067066.16","ENSG00000067066.16","protein_coding","SP100","protein_coding","SP100","2","OTTHUMG00000133203.17",NA,"overlapping_locus"
"chr2",230712845,230821075,108231,"+","HAVANA","gene",NA,NA,"ENSG00000135932.10","ENSG00000135932.10","protein_coding","CAB39","protein_coding","CAB39","2","OTTHUMG00000133220.3",NA,"ncRNA_host"
"chr2",230864639,230879248,14610,"+","HAVANA","gene",NA,NA,"ENSG00000135916.15","ENSG00000135916.15","protein_coding","ITM2C","protein_coding","ITM2C","1","OTTHUMG00000133219.4",NA,NA
"chr2",230907318,230961066,53749,"-","HAVANA","gene",NA,NA,"ENSG00000135898.9","ENSG00000135898.9","protein_coding","GPR55","protein_coding","GPR55","2","OTTHUMG00000133224.4",NA,NA
"chr2",230996121,231025055,28935,"+","HAVANA","gene",NA,NA,"ENSG00000173699.15","ENSG00000173699.15","protein_coding","SPATA3","protein_coding","SPATA3","1","OTTHUMG00000133221.4",NA,NA
"chr2",231037490,231049714,12225,"+","HAVANA","gene",NA,NA,"ENSG00000204128.5","ENSG00000204128.5","protein_coding","C2orf72","protein_coding","C2orf72","1","OTTHUMG00000153996.2",NA,NA
"chr2",231056864,231172827,115964,"+","HAVANA","gene",NA,NA,"ENSG00000173692.12","ENSG00000173692.12","protein_coding","PSMD1","protein_coding","PSMD1","1","OTTHUMG00000133223.3",NA,"ncRNA_host"
"chr2",231108230,231125118,16889,"-","HAVANA","gene",NA,NA,"ENSG00000135914.5","ENSG00000135914.5","protein_coding","HTR2B","protein_coding","HTR2B","2","OTTHUMG00000133222.2",NA,NA
"chr2",231198546,231374837,176292,"+","HAVANA","gene",NA,NA,"ENSG00000135931.17","ENSG00000135931.17","protein_coding","ARMC9","protein_coding","ARMC9","1","OTTHUMG00000133229.9",NA,"overlapping_locus"
"chr2",231395543,231401164,5622,"+","HAVANA","gene",NA,NA,"ENSG00000156966.6","ENSG00000156966.6","protein_coding","B3GNT7","protein_coding","B3GNT7","1","OTTHUMG00000153880.1",NA,NA
"chr2",231453531,231464594,11064,"-","HAVANA","gene",NA,NA,"ENSG00000115053.15","ENSG00000115053.15","protein_coding","NCL","protein_coding","NCL","1","OTTHUMG00000153866.3",NA,"ncRNA_host"
"chr2",231523160,231530495,7336,"-","HAVANA","gene",NA,NA,"ENSG00000171596.6","ENSG00000171596.6","protein_coding","NMUR1","protein_coding","NMUR1","2","OTTHUMG00000133225.2",NA,NA
"chr2",231592901,231594283,1383,"+","HAVANA","gene",NA,NA,"ENSG00000177673.3","ENSG00000177673.3","protein_coding","TEX44","protein_coding","TEX44","2","OTTHUMG00000133226.1",NA,NA
"chr2",231706895,231713541,6647,"+","HAVANA","gene",NA,NA,"ENSG00000187514.16","ENSG00000187514.16","protein_coding","PTMA","protein_coding","PTMA","1","OTTHUMG00000153810.3",NA,"ncRNA_host"
"chr2",231732425,231786272,53848,"-","HAVANA","gene",NA,NA,"ENSG00000156973.13","ENSG00000156973.13","protein_coding","PDE6D","protein_coding","PDE6D","1","OTTHUMG00000153785.2",NA,NA
"chr2",231781671,231809254,27584,"+","HAVANA","gene",NA,NA,"ENSG00000144524.17","ENSG00000144524.17","protein_coding","COPS7B","protein_coding","COPS7B","1","OTTHUMG00000133228.4",NA,NA
"chr2",231921820,231926403,4584,"-","HAVANA","gene",NA,NA,"ENSG00000163273.3","ENSG00000163273.3","protein_coding","NPPC","protein_coding","NPPC","2","OTTHUMG00000133232.2",NA,NA
"chr2",231961245,232344350,383106,"+","HAVANA","gene",NA,NA,"ENSG00000144535.19","ENSG00000144535.19","protein_coding","DIS3L2","protein_coding","DIS3L2","1","OTTHUMG00000153385.3",NA,"overlapping_locus"
"chr2",232378534,232382889,4356,"+","HAVANA","gene",NA,NA,"ENSG00000163283.6","ENSG00000163283.6","protein_coding","ALPP","protein_coding","ALPP","2","OTTHUMG00000133255.4",NA,NA
"chr2",232406843,232410714,3872,"+","HAVANA","gene",NA,NA,"ENSG00000163286.8","ENSG00000163286.8","protein_coding","ALPPL2","protein_coding","ALPPL2","2","OTTHUMG00000133257.2",NA,NA
"chr2",232456123,232460032,3910,"+","HAVANA","gene",NA,NA,"ENSG00000163295.4","ENSG00000163295.4","protein_coding","ALPI","protein_coding","ALPI","2","OTTHUMG00000133258.2",NA,NA
"chr2",232479827,232487828,8002,"-","HAVANA","gene",NA,NA,"ENSG00000171551.11","ENSG00000171551.11","protein_coding","ECEL1","protein_coding","ECEL1","2","OTTHUMG00000133262.3",NA,NA
"chr2",232520463,232525716,5254,"+","HAVANA","gene",NA,NA,"ENSG00000237412.6","ENSG00000237412.6","protein_coding","PRSS56","protein_coding","PRSS56","2","OTTHUMG00000153326.3",NA,NA
"chr2",232525993,232536667,10675,"+","HAVANA","gene",NA,NA,"ENSG00000135902.9","ENSG00000135902.9","protein_coding","CHRND","protein_coding","CHRND","2","OTTHUMG00000133261.3",NA,NA
"chr2",232539727,232546403,6677,"+","HAVANA","gene",NA,NA,"ENSG00000196811.11","ENSG00000196811.11","protein_coding","CHRNG","protein_coding","CHRNG","2","OTTHUMG00000153327.2",NA,NA
"chr2",232547968,232550051,2084,"-","HAVANA","gene",NA,NA,"ENSG00000221944.6","ENSG00000221944.6","protein_coding","TIGD1","protein_coding","TIGD1","2","OTTHUMG00000133260.2",NA,"ncRNA_host"
"chr2",232550593,232583644,33052,"+","HAVANA","gene",NA,NA,"ENSG00000135930.13","ENSG00000135930.13","protein_coding","EIF4E2","protein_coding","EIF4E2","1","OTTHUMG00000133256.3",NA,NA
"chr2",232606057,232682781,76725,"+","HAVANA","gene",NA,NA,"ENSG00000115468.11","ENSG00000115468.11","protein_coding","EFHD1","protein_coding","EFHD1","1","OTTHUMG00000133263.3",NA,"ncRNA_host"
"chr2",232697299,232860575,163277,"+","HAVANA","gene",NA,NA,"ENSG00000204120.14","ENSG00000204120.14","protein_coding","GIGYF2","protein_coding","GIGYF2","1","OTTHUMG00000153237.9",NA,"overlapping_locus"
"chr2",232766464,232776568,10105,"-","HAVANA","gene",NA,NA,"ENSG00000115474.6","ENSG00000115474.6","protein_coding","KCNJ13","protein_coding","KCNJ13","1","OTTHUMG00000153292.2",NA,"overlapping_locus"
"chr2",232869014,232878685,9672,"+","HAVANA","gene",NA,NA,"ENSG00000182600.9","ENSG00000182600.9","protein_coding","C2orf82","protein_coding","C2orf82","1","OTTHUMG00000133273.6",NA,"overlapping_locus"
"chr2",232878709,233013272,134564,"-","HAVANA","gene",NA,NA,"ENSG00000066248.14","ENSG00000066248.14","protein_coding","NGEF","protein_coding","NGEF","1","OTTHUMG00000133272.16",NA,NA
"chr2",233032672,233035057,2386,"+","HAVANA","gene",NA,NA,"ENSG00000115488.3","ENSG00000115488.3","protein_coding","NEU2","protein_coding","NEU2","2","OTTHUMG00000133274.3",NA,NA
"chr2",233059967,233207903,147937,"+","HAVANA","gene",NA,NA,"ENSG00000168918.13","ENSG00000168918.13","protein_coding","INPP5D","protein_coding","INPP5D","1","OTTHUMG00000133688.6",NA,"ncRNA_host"
"chr2",233210051,233295674,85624,"+","HAVANA","gene",NA,NA,"ENSG00000085978.21","ENSG00000085978.21","protein_coding","ATG16L1","protein_coding","ATG16L1","2","OTTHUMG00000133619.6",NA,"ncRNA_host"
"chr2",233307816,233347055,39240,"+","HAVANA","gene",NA,NA,"ENSG00000130561.16","ENSG00000130561.16","protein_coding","SAG","protein_coding","SAG","2","OTTHUMG00000153213.3",NA,NA
"chr2",233354507,233472104,117598,"+","HAVANA","gene",NA,NA,"ENSG00000077044.10","ENSG00000077044.10","protein_coding","DGKD","protein_coding","DGKD","1","OTTHUMG00000133290.6",NA,NA
"chr2",233475520,233566782,91263,"-","HAVANA","gene",NA,NA,"ENSG00000085982.13","ENSG00000085982.13","protein_coding","USP40","protein_coding","USP40","1","OTTHUMG00000153199.6",NA,NA
"chr2",233617645,233773310,155666,"+","HAVANA","gene",NA,NA,"ENSG00000242366.3","ENSG00000242366.3","protein_coding","UGT1A8","protein_coding","UGT1A8","2","OTTHUMG00000059123.1",NA,"overlapping_locus"
"chr2",233636454,233637377,924,"+","HAVANA","gene",NA,NA,"ENSG00000242515.5","ENSG00000242515.5","protein_coding","UGT1A10","protein_coding","UGT1A10","2","OTTHUMG00000059121.1",NA,"overlapping_locus"
"chr2",233671853,233672789,937,"+","HAVANA","gene",NA,NA,"ENSG00000241119.1","ENSG00000241119.1","protein_coding","UGT1A9","protein_coding","UGT1A9","2","OTTHUMG00000059124.1",NA,"overlapping_locus"
"chr2",233681938,233692347,10410,"+","HAVANA","gene",NA,NA,"ENSG00000244122.2","ENSG00000244122.2","protein_coding","UGT1A7","protein_coding","UGT1A7","2","OTTHUMG00000059004.3",NA,"overlapping_locus"
"chr2",233692866,233756351,63486,"+","HAVANA","gene",NA,NA,"ENSG00000167165.18","ENSG00000167165.18","protein_coding","UGT1A6","protein_coding","UGT1A6","2","OTTHUMG00000059122.9",NA,"overlapping_locus"
"chr2",233712992,233713858,867,"+","HAVANA","gene",NA,NA,"ENSG00000240224.1","ENSG00000240224.1","protein_coding","UGT1A5","protein_coding","UGT1A5","2","OTTHUMG00000059120.1",NA,"overlapping_locus"
"chr2",233718778,233719687,910,"+","HAVANA","gene",NA,NA,"ENSG00000244474.5","ENSG00000244474.5","protein_coding","UGT1A4","protein_coding","UGT1A4","2","OTTHUMG00000059119.3",NA,"overlapping_locus"
"chr2",233729108,233729993,886,"+","HAVANA","gene",NA,NA,"ENSG00000243135.6","ENSG00000243135.6","protein_coding","UGT1A3","protein_coding","UGT1A3","2","OTTHUMG00000059118.1",NA,"overlapping_locus"
"chr2",233760248,233771615,11368,"+","HAVANA","gene",NA,NA,"ENSG00000241635.7","ENSG00000241635.7","protein_coding","UGT1A1","protein_coding","UGT1A1","2","OTTHUMG00000059117.2",NA,"overlapping_locus"
"chr2",233775679,233833415,57737,"+","HAVANA","gene",NA,NA,"ENSG00000185038.14","ENSG00000185038.14","protein_coding","MROH2A","protein_coding","MROH2A","1","OTTHUMG00000059037.11",NA,NA
"chr2",233833424,233854566,21143,"-","HAVANA","gene",NA,NA,"ENSG00000123485.11","ENSG00000123485.11","protein_coding","HJURP","protein_coding","HJURP","2","OTTHUMG00000059125.11",NA,NA
"chr2",233917398,234019522,102125,"+","HAVANA","gene",NA,NA,"ENSG00000144481.16","ENSG00000144481.16","protein_coding","TRPM8","protein_coding","TRPM8","1","OTTHUMG00000059129.10",NA,NA
"chr2",234050679,234077134,26456,"+","HAVANA","gene",NA,NA,"ENSG00000072080.10","ENSG00000072080.10","protein_coding","SPP2","protein_coding","SPP2","1","OTTHUMG00000059208.5",NA,NA
"chr2",234493041,234497053,4013,"-","HAVANA","gene",NA,NA,"ENSG00000188042.7","ENSG00000188042.7","protein_coding","ARL4C","protein_coding","ARL4C","2","OTTHUMG00000133291.2",NA,"retrogene"
"chr2",234951973,235055714,103742,"+","HAVANA","gene",NA,NA,"ENSG00000130147.15","ENSG00000130147.15","protein_coding","SH3BP4","protein_coding","SH3BP4","1","OTTHUMG00000133292.4",NA,NA
"chr2",235494089,236131800,637712,"+","HAVANA","gene",NA,NA,"ENSG00000157985.18","ENSG00000157985.18","protein_coding","AGAP1","protein_coding","AGAP1","2","OTTHUMG00000133293.6",NA,"overlapping_locus"
"chr2",236165236,236168369,3134,"-","HAVANA","gene",NA,NA,"ENSG00000168505.6","ENSG00000168505.6","protein_coding","GBX2","protein_coding","GBX2","2","OTTHUMG00000133294.3",NA,NA
"chr2",236194872,236264409,69538,"-","HAVANA","gene",NA,NA,"ENSG00000182177.13","ENSG00000182177.13","protein_coding","ASB18","protein_coding","ASB18","1","OTTHUMG00000153086.2",NA,"ncRNA_host"
"chr2",236324147,236507542,183396,"-","HAVANA","gene",NA,NA,"ENSG00000132321.16","ENSG00000132321.16","protein_coding","IQCA1","protein_coding","IQCA1","1","OTTHUMG00000153058.3",NA,"overlapping_locus"
"chr2",236567787,236582358,14572,"+","HAVANA","gene",NA,NA,"ENSG00000144476.5","ENSG00000144476.5","protein_coding","ACKR3","protein_coding","ACKR3","2","OTTHUMG00000133295.4",NA,NA
"chr2",237085818,237100466,14649,"+","HAVANA","gene",NA,NA,"ENSG00000198612.10","ENSG00000198612.10","protein_coding","COPS8","protein_coding","COPS8","2","OTTHUMG00000133297.4",NA,NA
"chr2",237324003,237414375,90373,"-","HAVANA","gene",NA,NA,"ENSG00000163359.15","ENSG00000163359.15","protein_coding","COL6A3","protein_coding","COL6A3","2","OTTHUMG00000150020.6",NA,NA
"chr2",237485428,237555318,69891,"+","HAVANA","gene",NA,NA,"ENSG00000115648.13","ENSG00000115648.13","protein_coding","MLPH","protein_coding","MLPH","1","OTTHUMG00000133298.3",NA,"ncRNA_host"
"chr2",237566574,237567175,602,"+","HAVANA","gene",NA,NA,"ENSG00000071677.1","ENSG00000071677.1","protein_coding","PRLH","protein_coding","PRLH","2","OTTHUMG00000133296.2",NA,NA
"chr2",237574322,237601614,27293,"-","HAVANA","gene",NA,NA,"ENSG00000124839.12","ENSG00000124839.12","protein_coding","RAB17","protein_coding","RAB17","1","OTTHUMG00000133299.5",NA,NA
"chr2",237627576,237780315,152740,"+","HAVANA","gene",NA,NA,"ENSG00000124831.18","ENSG00000124831.18","protein_coding","LRRFIP1","protein_coding","LRRFIP1","1","OTTHUMG00000133339.4",NA,"overlapping_locus"
"chr2",237798745,237842807,44063,"+","HAVANA","gene",NA,NA,"ENSG00000177483.11","ENSG00000177483.11","protein_coding","RBM44","protein_coding","RBM44","1","OTTHUMG00000152937.4",NA,"overlapping_locus"
"chr2",237858893,237912114,53222,"+","HAVANA","gene",NA,NA,"ENSG00000132329.10","ENSG00000132329.10","protein_coding","RAMP1","protein_coding","RAMP1","1","OTTHUMG00000133337.3",NA,"ncRNA_host"
"chr2",237966827,238042782,75956,"+","HAVANA","gene",NA,NA,"ENSG00000184182.18","ENSG00000184182.18","protein_coding","UBE2F","protein_coding","UBE2F","2","OTTHUMG00000133341.4",NA,"overlapping_locus"
"chr2",238060889,238099413,38525,"+","HAVANA","gene",NA,NA,"ENSG00000132330.16","ENSG00000132330.16","protein_coding","SCLY","protein_coding","SCLY","1","OTTHUMG00000133336.4",NA,"overlapping_locus"
"chr2",238100157,238133287,33131,"+","HAVANA","gene",NA,NA,"ENSG00000144488.14","ENSG00000144488.14","protein_coding","ESPNL","protein_coding","ESPNL","2","OTTHUMG00000133335.3",NA,NA
